@id,@lon,@lat,name,opening_hours,website,phone,addr:street;;;;;
447773454,2.3099241,48.8160589,magic form,Mo-Fr 08:00-22:00; Sa 09:00-18:00; Su 10:00-14:00,,,;;;
683438716,2.2868863,48.8446935,Crossfit Lutèce,Mo-Su 08:00-18:00,http://crossfitlutece.com,,Rue de l'Église;;;;;
685907646,2.3365621,48.8689244,Dynamo- Spinning,,,,Rue Saint-Augustin;;;;;
689144616,2.3291402,48.8699452,yoga village Paris,,http://yogavillage.fr/,,Boulevard des Capucines;;;;;
700256810,2.3498781,48.8597134,L'Usine Beaubourg,Mo-Su 07:00-23:00,,,Rue Quincampoix;;;;;
721443159,2.3666476,48.8578695,Omm Studio,,,,Rue Saint-Gilles;;;;;
801262274,2.3209002,48.8465012,Tigre Yoga,,,,Rue du Cherche-Midi;;;;;
837732361,2.2920216,48.9625482,Fitness Park,Mo-Su PH 08:00-23:00,,,Avenue Joffre;;;;;
840927418,2.3091265,48.8720775,Dynamo Spinning,,,,Rue La Boétie;;;;;
1000815236,2.2406286,48.8344025,Healthy Warriors,,http://healthy-warriors.com,,;;;;;
1210791444,2.4489710,48.9868850,Acrosport,,,,;;;;;
1224811447,2.4579892,48.7964176,,,,,;;;;;
1225227335,2.2603610,48.8449625,Studio 3C,,,,;;;;;
1292131470,2.3681993,48.8661869,Kiwill - Spinning,,,,Rue du Grand Prieuré;;;;;
1427038394,2.3268120,48.8837878,EPISOD,,,,;;;;;
1729160247,2.2483492,48.8965722,Waterbike,Mo-Fr 08:30-21:00; Sa 09:00-20:00; Su 10:00-15:00,,,;;;
2309398962,2.3902411,48.8790165,Club Azteca,,http://www.club-azteca.com/,,;;;;;
2352352174,2.2755394,48.8306746,Forest Hill Aquaboulevard,7:00-0:00,,+33 1 40601000,;;;;;
2395015528,2.3720521,48.8470564,Sunso,,https://www.sunso.fr/,,;;;;;
2409849217,2.3720566,48.8313926,Platinium Hybrid Training Center,,,,;;;;;
2642212644,2.1708747,48.8865882,Vital Fitness,,www.vital-fitness.net,,;;;;;
2662879291,2.2069850,48.9892319,Viv'eden,,,,;;;;;
2662879294,2.2079871,48.9912091,Énergie Forme,,,,;;;;;
2884000201,2.3341390,48.8761320,BodyHit,,,,;;;;;
3058872432,2.3380691,48.7953031,Magic Form,Mo We Fr 09:00-21:00  Tu Th 09:00-22:00  Sa 10:00-17:00  Su 10:00-14:00,http://www.magicformcachan.fr/,+33 9 84 29 51 50,;;;;;
3102381731,2.3806617,48.8927777,Enjoy by FKC,,,,;;;;;
3109782531,2.2900250,48.8794070,Health City,,,,;;;;;
3126178833,2.2873449,48.8338945,Les Cercles de la Forme,,https://www.cerclesdelaforme.com/,+33 1 55 76 10 00,Rue du Hameau;;;;;
3269717601,2.3939708,48.8792370,L'Appart Fitness,,,,;;;;;
3284932897,2.2594496,48.8373056,Best Training,,,+33 1 56 40 00 00,;;;;;
3296447063,2.2571385,48.7769107,Body Next,,,,;;;;;
3305453871,2.3549541,48.8747500,CasaYoga,,http://www.casayoga-paris.fr/,,;;;;;
3476872834,2.3308700,48.9448400,,,,,;;;;;
3482693201,2.2842075,48.8453310,Neoness,,,,;;;;;
3647795154,2.2595372,48.9055684,Magic Form,,,,;;;;;
3655680391,2.3374329,48.8316452,Le Cercle Saint-Jacques,Mo-Fr 07:30-22:00  Sa-Su 09:00-18:30,https://www.cerclesdelaforme.com/,,;;;;;
3896328657,2.4054758,48.8964851,Fight'ness Gym,Mo-Tu 10:00-22:00; We 12:00-22:00; Th 10:00-22:00; Sa 11:00-15:00,https://www.fightness-gym.fr/,,Rue La Guimard;;
4304706142,2.3380087,48.9156110,Basic-Fit,,https://www.basic-fit.com/fr-fr/salles-de-sport/saint-ouen-boulevard-jean-jaures,,Boulevard Jean-Jaurès;;;;;
4342536130,2.2847608,48.8415172,So Forme 15,Mo-Fr 08:00-21:00; Sa-Su 09:00-19:00,http://www.aquabike-paris15.fr/,,Rue de Lourmel;;;;
4369784890,2.3739206,48.7520726,Moving de Thiais,Mo-Su 10:00-22:00,,,Rue des Alouettes;;;;;
4385157092,2.2743765,48.8869944,Centre aquatique de Neuilly-sur-Seine,,,,Boulevard d'Inkermann;;;;;
4392667589,2.4342478,48.8565306,Fitness Park,,,,;;;;;
4406898589,2.3358240,48.8238933,Kâyastha Yoga,,,,;;;;;
4464040218,2.2415164,48.8322285,New Training,Mo-Fr 07:00-22:00,,+33 1 46 21 20 87,;;;;;
4466916191,2.2376005,48.8805406,L'Orange Bleue,Mo-Fr 09:30-21:00; We 17:00-21:00; Sa 09:30-12:30,,,;;;
4504131803,2.1898618,48.8100377,Magic Form,,,,;;;;;
4504699026,2.2861143,48.9686323,Gigafit Design,Mo-Su 06:00-23:00,,,;;;;;
4554150689,2.3851061,48.8873017,Kikentai,,https://kikentai.eu/,+33153199191,Avenue Jean Jaurès;;;;;
4577739280,2.2514144,48.7687918,Liberty Gym,,,,;;;;;
4596876889,2.4149982,48.9172884,Fitness Park,,,,Avenue de Stalingrad;;;;;
4622119876,2.2598217,48.8018999,Moving,Mo-Th 09:00-22:00; Fr 09:00-21:30; Sa 09:00-18:00; Su 10:00-13:00,http://www.movingclamart.fr/,+33 1 47 36 68 37,Rue de Meudon;;
4657177273,2.3757194,48.8293424,Fitness Park,Mo-Su 06:00-23:00,,,;;;;;
4666702189,2.2902346,48.8845567,RAR Crossfit,Mo-Fr 09:00-22:00; Sa 09:00-16:00,,,Boulevard Gouvion-Saint-Cyr;;;;
4743541948,2.2377218,48.7268272,Salle Municipale de Boxe,,,,;;;;;
4788234221,2.2430864,48.8359217,Wellness ACBB,Mo-Fr 8:15-14:00 16:00-21:00; Sa 8:30-17:30; Su 9:30-13:00,,,Villa Louis Lumière;;;
4855418068,2.3380306,48.8761189,Keep Cool,Mo-Su 06:00-23:00,,,;;;;;
4885486221,2.3522306,48.8774827,Club Lafayette,Mo-Fr 12:00-14:00 16:30-20:00,,,;;;;;
4964337040,2.2579726,48.8200382,Aquavelo d'O,,,+33 1 84 14 09 24,;;;;;
4964337044,2.2578318,48.8200029,Curves,,http://www.curves.fr,+33 1 55 64 96 14,;;;;;
4964630756,2.2804312,48.8274739,Fitness Parc,Mo-Su 06:00-23:00,,+33 6 01 00 09 21,;;;;;
5073035499,2.3563825,48.8746096,InterConnections,,,,;;;;;
5144143177,2.3644415,48.8246821,Gygagym,Mo-Fr 06:30-23:00; Sa 09:00-20:00; Su PH 09:00-17:00,http://paris13.gigagym.fr/,+33 1 44 24 16 38,Avenue d'Ivry;;;
5187839325,2.2106759,48.8873273,Basic-Fit,Mo-Fr 08:00-22:30; Sa 09:00-16:00,,,;;;;
5280050193,2.2319211,48.9092591,Neoness,Mo-Fr 07:00-22:00; Sa 09:00-19:00; Su 09:00-17:00; PH off,http://www.neoness-forme.com/,,;;
5287870036,2.3238437,48.8186165,KeepCool,Mo-Su PH 06:00-23:00,https://www.keepcool.fr/,+33 1 73 20 31 12,;;;;;
5310274713,2.3866752,48.7573846,Liberty Gym,Mo-Su 6:00-23:00,,,;;;;;
5363900233,2.3494495,48.8589249,Les cercles de la forme,Mo-Fr 07:30-22:00; Sa  Su 10:00-19:00,https://www.cerclesdelaforme.com/salle-de-sport/chatelet-4eme/,+33144540290,;;;;
5429662597,2.2354215,48.8919882,Neoness,Mo-Fr 07:00-22:00; Sa 09:00-19:00; Su PH off,http://www.neoness-forme.com/,,;;;
5430942621,2.3149481,48.7361592,Speed Soccer,Mo-Su 10:00-00:00,http://www.speedsoccer.fr,+33 1 49 84 15 85,Rue Marcelin Berthelot;;;;;
5493190130,2.3821436,48.8460377,Basic-Fit,Mo-Fr 08:00-22:30  Sa-Su 09:00-16:00,,,Rue Crozatier;;;;;
5523456364,2.2378554,48.8797752,Keep Cool,Mo-Su 06:00-23:00,https://www.keepcool.fr/salle-de-sport/puteaux,+33 1 47 28 98 56,Rue Auguste Blanche;;;;;
5527978284,2.3529093,48.7463772,La Salle,Mo-Fr 07:30-09:30  11:30-14:30; Mo-Th 17:00-21:00,https://www.chameleonfitness.com/parc-orly-rungis,+33 1 46 75 07 75,Rue de Traversière;;;;
5581316451,2.3333016,48.8401779,Yoga Garden Rive Gauche,,http://www.bikramrivegauche.com/,,Rue Campagne Première;;;;;
5582060594,2.3355315,48.8272640,Roc 14,,,,Rue d'Alésia;;;;;
5627073270,2.3729854,48.8245617,Les cercles de la forme,,,,;;;;;
5642308122,2.2930014,48.8498359,Neoness,,,,;;;;;
5768515044,2.3654893,48.8254858,CrossFit Rive Gauche,,,,Rue de Tolbiac;;;;;
5769784154,2.3293373,48.8796651,Neoness Paris Saint-Lazare,Mo-Fr 07:00-22:00; Sa 09:00-19:00; Su 09:00-17:00,https://www.neoness.fr/clubs/paris/paris-saint-lazare,,Rue de Clichy;;;
5774481153,2.3928178,48.8791369,Gigagym,,,,;;;;;
5794128478,2.3525358,48.8615523,Cercles de la forme,Mo-Fr 07:00-22:00; Sa  Su 09:00-19:00,https://www.cerclesdelaforme.com/salle-de-sport/beaubourg/,+33142772171,;;;;
5838825485,2.3354141,48.8438668,Grimpo 6,Mo 20:00-22:30; Tu 20:00-22:30; We 18:30-22:30; Fr 18:30-22:30; Sa 13:00-18:30; Su 13:00-18:00,https://grimpo6.org,,Rue Auguste Comte
5856400138,2.3804172,48.8464240,Fitness Park,,,,Boulevard Diderot;;;;;
5885328537,2.2727034,48.9276521,Neoness,Mo-Fr 07:00-22:00; Sa 09:00-19:00; Su 09:00-17:00,https://www.neoness.fr/clubs/ile-de-france/asnieres-gennevilliers,+33 1 84 02 80 00,Avenue d'Argenteuil;;;
5896161885,2.2606770,48.8384135,Aqua Loft,Mo-Th 08:30-22:00; Fr 09:00-21:00; Sa 09:00-18:00; Su 10:00-18:00,,,;;
5899289850,2.2581129,48.9880439,Bulles de Perles,,,+33 1 72 53 56 06,;;;;;
5915889005,2.2985078,48.8444331,Le Club,,,,;;;;;
5926021821,2.3460928,48.8515704,Rasa Yoga Rive Gauche,,https://www.rasa-yogarivegauche.com/,,Rue Saint-Jacques;;;;;
5933660453,2.3627993,48.8806979,Ownsport,Mo-Sa 08:00-20:00,,+33142050610,Rue La Fayette;;;;;
5934193657,2.3719273,48.8650381,Athletic Planet,,,,;;;;;
5959040206,2.3612425,48.9897866,Keep Cool,Mo-Su 06:00-23:00,,,;;;;;
6024671488,2.2347391,48.8342320,Clara & Jo,,,,;;;;;
6047501137,2.2072689,48.9238999,Energie Forme,,,,;;;;;
6048822789,2.2399601,48.8387456,Health City,,,,;;;;;
6057488485,2.2519043,48.8348301,Qee,,,+33 1 84 19 49 49,;;;;;
6132867523,2.4064772,48.8196030,Central Gym,,,,;;;;;
6251368587,2.2290633,48.8334503,Basic-Fit,Mo-Fr 08:00-22:30; Sa-Su 09:00-16:00,,,;;;;
6264813398,2.3275882,48.7845277,Fifty Fitness,Mo-Su 08:00-22:00,https://fiftyfitness.fr,+33986518352,;;;;;
6278258514,2.3259293,48.8294965,Neoness,Tu-Fr 07:00-22:00; Sa 09:00-19:00; Su 09:00-17:00;,https://www.neoness.fr/,,;;
6438353685,2.3022899,48.8345476,Gym flash,Mo-Su 06:00-23:00,,,;;;;;
6447595322,2.3272556,48.8158800,Body Om,Mo-Sa 10:00-20:00,https://www.bodyom.fr/,+33 1 85 76 50 22,;;;;;
6487359885,2.3497640,48.8791831,La Belle Equipe: Boxe  Coaching and other things,,,,Rue d'Abbeville;;;;;
6487459286,2.3691323,48.8897459,Magic Form,,http://www.magic-form.fr,,;;;;;
6489994843,2.4383628,48.8452302,Studio Forme,Mo-Fr 07:00-22:00; Sa 09:00-18:00,,,;;;;
6499442634,2.4124355,48.8149510,,,,,;;;;;
6536444888,2.3042736,48.8831202,L'Espace Bikram Paris,Mo-Fr 06:30-22:00; Sa-Su 09:30-20:00,https://lespacebikramparis.com/,+33 1 78 76 67 67,Rue Meissonier;;;;
6564654292,2.4006219,48.8514076,Aqua Lady,,,,;;;;;
6631875012,2.3931064,48.8532914,Basic-Fit,,,,;;;;;
6637513807,2.3529391,48.8653662,Jingya Yoga,,,,;;;;;
6687522387,2.3216960,48.9053920,Fitness Park,,,,;;;;;
6695445688,2.4377096,48.8448175,Water bike,,,,Avenue de Paris;;;;;
6698958368,2.2913039,48.8163036,Gigafit,,https://gigafit.fr/club/malakoff,,;;;;;
6712673098,2.3624267,48.8085218,neoness,,,,;;;;;
6784942486,2.2383721,48.8464076,Aquavelo,,,,Avenue Jean Baptiste Clément;;;;;
6790321285,2.2403958,48.8263038,Le Wod,,,+33 1 55 60 97 50,Rue Marcel Bontemps;;;;;
6896239286,2.3481177,48.8247374,Les Cercles de la Forme,Mo-Fr 07:00-22:00; Sa-Su 09:00-19:00,https://www.cerclesdelaforme.com/salle-de-sport/cercle-tolbiac-13eme/,+33 1 45 65 90 90,Rue Guyton de Morveau;;;;
6909677610,2.3284211,48.8774645,CrossFit Louvre III,,,,;;;;;
6918929306,2.3459588,48.8293119,Neoness,,,,;;;;;
6952643185,2.3888909,48.8738634,Nr'gym,,,,Rue des Pyrénées;;;;;
6996840912,2.3354551,48.8324285,BodyHit,,,,Rue de la Tombe Issoire;;;;;
6996840913,2.3358363,48.8326099,Breath And Core,,,,Rue de la Tombe Issoire;;;;;
7038322685,2.3279607,48.8706458,Neoness Paris Madeleine,,,+33179353366,Rue de Caumartin;;;;;
7038322785,2.3410759,48.8683635,Neoness Bourse-Opéra,,http://www.neoness.fr,+33183799750,Rue de la Banque;;;;;
7058403767,2.3454034,48.8239890,L'Appart Fitness,,https://www.l-appart.net/clubs/paris-13-charlety-75013,,;;;;;
7125714917,2.4150789,48.8226516,Body Hit,,,,;;;;;
7141418787,2.4271269,48.8589611,Basic-Fit,Mo-Fr 08:00-22:30; Sa-Su 09:00-16:00,https://www.basic-fit.com/fr-fr/salle-de-sport/basic-fit-montreuil-boulevard-chanzy-433f1e939aef4dcb9499d9b6d79b7730.html,,Boulevard Chanzy;;;;
7177941743,2.2061121,48.7806789,Basic-Fit,,,,Avenue Morane Saulnier;;;;;
7200618717,2.3402734,48.8423448,Gymnase Lavoisier,,,,;;;;;
7221216417,2.2249719,48.8684461,La Galerie,,,,;;;;;
7260483477,2.4290461,48.8486682,Au garage club,Mo Tu Th 11:00-21:00  Tu Th 07:00-09:00; We Fr 11:00-20:00; Sa 10:00-14:00,,,;;;
7288923085,2.3390731,48.8317340,Keep cool,,,,;;;;;
7294344886,2.3628476,48.9210768,Basic-Fit,,,,;;;;;
7447416575,2.2053806,48.9481016,Basic-Fit,,https://www.basic-fit.com/fr-fr,,Rue des Sureaux;;;;;
7472967287,2.3248560,48.8356348,Le temps du yoga,,,,;;;;;
7487075293,2.4774198,48.7939279,L'Orange Bleue,,,,Avenue Jean Jaurès;;;;;
7515834694,2.4499038,48.8099703,Elite Club,,,,;;;;;
7515834696,2.4423686,48.8071694,Centre 16,,,,;;;;;
7544927450,2.3127204,48.8864897,Forme Express,,https://www.forme-express-paris17.com/,,Rue Cardinet;;;;;
7670539110,2.2569543,48.9226876,Basic-Fit,,,,;;;;;
7724323985,2.3334545,48.8674661,Reebok CrossFit Louvre,,,,;;;;;
7753007583,2.3192679,48.8882723,Qee yoga pilate,,,,;;;;;
7855502855,2.3499372,48.8651267,Neoness,,https://www.neoness.fr/clubs/paris-idf/paris-chatelet-montorgueil,,;;;;;
7989324585,2.3010518,48.9011368,L'Orange Bleue,06:00-23:00,https://lorangebleue.fr,+33 1 47 30 10 88,;;;;;
